# t es lj full
37100,-742.253,-500.993,-1243.25
37200,-737.047,-535.352,-1272.4
37300,-857.114,-524.151,-1381.26
37400,-824.095,-466.111,-1290.21
37500,-824.697,-493.205,-1317.9
37600,-833.394,-481.174,-1314.57
37700,-816.544,-455.06,-1271.6
37800,-776.677,-485.059,-1261.74
37900,-891.187,-497.659,-1388.85
38000,-798.179,-497.99,-1296.17
38100,-767.504,-527.573,-1295.08
38200,-818.758,-503.471,-1322.23
38300,-839.601,-490.722,-1330.32
38400,-705.045,-506.925,-1211.97
38500,-871.267,-523.189,-1394.46
38600,-699.639,-492.495,-1192.13
38700,-882.854,-527.096,-1409.95
38800,-868.151,-508.735,-1376.89
38900,-742.638,-505.966,-1248.6
39000,-746.93,-521.98,-1268.91
39100,-952.263,-480.55,-1432.81
39200,-729.887,-520.768,-1250.66
39300,-881.217,-443.326,-1324.54
39400,-745.736,-547.353,-1293.09
39500,-724.018,-489.176,-1213.19
39600,-782.677,-505.573,-1288.25
39700,-822.811,-514.908,-1337.72
39800,-784.411,-498.284,-1282.69
39900,-741.09,-493.328,-1234.42
40000,-691.187,-507.026,-1198.21
40100,-753.127,-493.703,-1246.83
40200,-734.518,-514.37,-1248.89
40300,-804.782,-514.638,-1319.42
40400,-848.056,-493.039,-1341.1
40500,-750.421,-519.623,-1270.04
40600,-813.104,-475.667,-1288.77
40700,-890.798,-477.458,-1368.26
40800,-648.091,-507.96,-1156.05
40900,-855.695,-516.187,-1371.88
41000,-731.1,-504.212,-1235.31
41100,-757.825,-505.343,-1263.17
41200,-793.292,-495.014,-1288.31
41300,-743.856,-516.939,-1260.8
41400,-721.056,-516.347,-1237.4
41500,-757.863,-537.102,-1294.97
41600,-803.566,-471.908,-1275.47
41700,-779.092,-475.579,-1254.67
41800,-729.723,-518.027,-1247.75
41900,-709.297,-512.906,-1222.2
42000,-721.324,-514.632,-1235.96
42100,-725.165,-519.697,-1244.86
42200,-683.546,-546.198,-1229.74
42300,-763.437,-510.134,-1273.57
42400,-774.703,-444.227,-1218.93
42500,-763.529,-525.252,-1288.78
42600,-781.078,-499.307,-1280.39
42700,-781.745,-505.562,-1287.31
42800,-782.907,-557.409,-1340.32
42900,-771.982,-520.332,-1292.31
43000,-801.842,-561.421,-1363.26
43100,-796.247,-475.002,-1271.25
43200,-746.625,-523.832,-1270.46
43300,-719.345,-528.553,-1247.9
43400,-828.449,-512.74,-1341.19
43500,-778.908,-487.454,-1266.36
43600,-895.486,-537.875,-1433.36
43700,-823.66,-496.319,-1319.98
43800,-823.616,-481.491,-1305.11
43900,-776.867,-528.04,-1304.91
44000,-768.239,-490.439,-1258.68
44100,-749.692,-514.342,-1264.03
44200,-821.682,-494.399,-1316.08
44300,-723.234,-516.817,-1240.05
44400,-720.89,-516.847,-1237.74
44500,-723.364,-506.871,-1230.23
44600,-685.781,-479.107,-1164.89
44700,-757.752,-525.025,-1282.78
44800,-749.405,-505.812,-1255.22
44900,-736.502,-490.963,-1227.46
45000,-771.454,-481.362,-1252.82
45100,-767.123,-502.673,-1269.8
45200,-758.904,-493.545,-1252.45
45300,-765.575,-504.96,-1270.54
45400,-706.996,-510.383,-1217.38
45500,-723.448,-504.78,-1228.23
45600,-645.653,-448.24,-1093.89
45700,-790.286,-481.39,-1271.68
45800,-759.657,-478.906,-1238.56
45900,-723.194,-476.919,-1200.11
46000,-786.921,-498.934,-1285.85
46100,-806.132,-521.562,-1327.69
46200,-725.697,-498.759,-1224.46
46300,-826.864,-423.771,-1250.63
46400,-623.97,-468.542,-1092.51
46500,-728.04,-504.613,-1232.65
